Rating,Location,Size,Type of ownership,Sector,Revenue,Years Founded,Min_Salary,Max_Salary,Seniority,HQ_Same,SQL,Excel,Python,Tableau,R,SAS
4.4,TX,51 to 200 employees,Company - Private,Information Technology,$5 to $10 million (USD),21.0,41,86,Not specified,1,1,1,1,0,1,0
4.1,TX,501 to 1000 employees,Company - Private,Business Services,$100 to $500 million (USD),36.0,41,86,Not specified,0,1,1,1,1,0,1
4.3,TX,51 to 200 employees,Company - Private,Health Care,,12.0,41,86,Not specified,1,1,1,0,0,0,0
5.0,TX,,Company - Public,,,,41,86,Not specified,1,1,0,0,0,0,0
1.9,TX,51 to 200 employees,,,,23.0,41,86,Not specified,0,0,1,0,1,0,0
3.4,TX,10000+ employees,Company - Public,Information Technology,$10+ billion (USD),53.0,41,86,Not specified,0,1,1,0,0,0,0
2.8,TX,201 to 500 employees,Company - Private,"Restaurants, Bars & Food Services",$100 to $500 million (USD),25.0,41,86,Not specified,0,0,0,0,0,0,0
4.2,TX,201 to 500 employees,Company - Private,Information Technology,$10 to $25 million (USD),12.0,41,86,Not specified,0,1,0,0,0,0,0
3.7,TX,10000+ employees,Company - Public,Finance,$10+ billion (USD),208.0,41,86,Senior,0,0,0,1,0,0,0
3.4,TX,5001 to 10000 employees,Company - Private,Business Services,$500 million to $1 billion (USD),73.0,41,86,Not specified,1,1,1,0,0,0,0
3.2,TX,201 to 500 employees,Company - Private,Insurance,,,41,86,Not specified,0,0,1,0,0,0,0
4.2,TX,51 to 200 employees,Company - Private,Information Technology,$25 to $50 million (USD),22.0,41,86,Not specified,1,0,0,0,0,0,0
4.7,TX,51 to 200 employees,Company - Private,Aerospace & Defense,$25 to $50 million (USD),,41,86,Not specified,0,0,0,0,0,0,0
4.6,TX,1 to 50 employees,Company - Private,,$1 to $5 million (USD),,41,86,Not specified,1,1,0,0,1,0,0
3.8,TX,51 to 200 employees,Company - Private,Business Services,,,41,86,Senior,0,1,0,0,1,0,0
3.4,TX,201 to 500 employees,Company - Private,Information Technology,$25 to $50 million (USD),15.0,41,86,Not specified,0,1,0,0,1,0,1
3.1,TX,10000+ employees,Company - Public,Business Services,$2 to $5 billion (USD),146.0,41,86,Not specified,0,1,1,0,1,0,0
3.4,TX,5001 to 10000 employees,Company - Private,Business Services,$100 to $500 million (USD),24.0,41,86,Not specified,1,0,0,0,0,0,1
,TX,1 to 50 employees,Company - Private,,,,41,86,Not specified,0,0,1,0,0,0,0
3.4,TX,1 to 50 employees,Company - Private,Information Technology,$1 to $5 million (USD),8.0,41,86,Not specified,1,1,0,1,0,1,0
2.9,TX,10000+ employees,Company - Public,Manufacturing,$5 to $10 billion (USD),87.0,41,86,Not specified,1,0,1,0,0,0,0
2.5,TX,1001 to 5000 employees,Subsidiary or Business Segment,Finance,$500 million to $1 billion (USD),53.0,41,86,Senior,0,1,1,0,1,0,0
4.0,TX,51 to 200 employees,Company - Private,Health Care,$5 to $10 million (USD),,41,86,Not specified,1,1,0,0,0,0,0
2.8,TX,51 to 200 employees,Company - Private,Business Services,$10 to $25 million (USD),,41,86,Not specified,0,0,0,0,0,0,0
3.3,TX,1 to 50 employees,Government,Government,Less than $1 million (USD),,44,82,Senior,1,1,0,0,0,0,0
3.8,TX,1001 to 5000 employees,Company - Private,Business Services,$100 to $500 million (USD),15.0,44,82,Not specified,0,0,1,0,0,0,0
3.8,TX,1 to 50 employees,Company - Private,Consumer Services,Less than $1 million (USD),,44,82,Not specified,1,1,1,0,1,0,0
4.2,TX,1001 to 5000 employees,College / University,Education,$100 to $500 million (USD),53.0,44,82,Not specified,1,0,1,0,1,0,1
4.1,TX,51 to 200 employees,Company - Private,Information Technology,$25 to $50 million (USD),,44,82,Not specified,0,1,1,1,1,1,0
3.7,TX,5001 to 10000 employees,Company - Private,Finance,$10+ billion (USD),24.0,44,82,Not specified,0,1,1,0,1,0,0
3.6,TX,501 to 1000 employees,Company - Private,Health Care,,3.0,44,82,Senior,1,0,0,0,0,0,0
3.5,TX,10000+ employees,Company - Public,Information Technology,$5 to $10 billion (USD),29.0,44,82,Senior,0,1,0,1,1,0,0
2.1,TX,10000+ employees,Company - Public,Manufacturing,$2 to $5 billion (USD),25.0,44,82,Senior,0,1,1,1,1,1,0
3.7,TX,1 to 50 employees,Subsidiary or Business Segment,"Construction, Repair & Maintenance",$100 to $500 million (USD),,44,82,Not specified,1,1,1,0,0,0,0
2.5,TX,1001 to 5000 employees,Subsidiary or Business Segment,Finance,$500 million to $1 billion (USD),53.0,44,82,Senior,0,1,1,0,1,0,0
3.6,TX,201 to 500 employees,Company - Private,Finance,$50 to $100 million (USD),7.0,44,82,Senior,1,0,0,1,1,0,0
,TX,201 to 500 employees,Company - Private,,,,44,82,Not specified,0,1,0,0,1,0,0
3.3,TX,1001 to 5000 employees,Subsidiary or Business Segment,Business Services,,74.0,44,82,Not specified,0,1,1,1,1,0,0
3.9,TX,10000+ employees,Company - Public,Finance,$10+ billion (USD),221.0,44,82,Senior,0,0,0,0,0,0,0
3.7,TX,51 to 200 employees,Company - Private,Business Services,$50 to $100 million (USD),21.0,44,82,Not specified,0,1,0,0,0,0,0
,TX,51 to 200 employees,Company - Private,Business Services,,21.0,44,82,Senior,1,1,0,0,0,0,0
3.3,TX,1001 to 5000 employees,Company - Public,Information Technology,$50 to $100 million (USD),29.0,44,82,Not specified,0,1,0,0,0,0,0
5.0,TX,1 to 50 employees,Company - Private,,Less than $1 million (USD),,44,82,Not specified,0,0,0,0,0,0,0
3.5,TX,201 to 500 employees,Company - Private,Business Services,$10 to $25 million (USD),58.0,44,82,Senior,0,1,0,1,1,1,0
2.6,TX,51 to 200 employees,Company - Private,Consumer Services,,,44,82,Not specified,1,0,1,0,0,0,0
3.5,TX,51 to 200 employees,Government,,,,44,82,Not specified,1,0,1,0,0,0,0
4.0,TX,1 to 50 employees,Company - Private,Accounting & Legal,Less than $1 million (USD),,44,82,Senior,0,0,0,0,0,0,0
3.4,TX,1001 to 5000 employees,Company - Private,Finance,,5.0,44,82,Senior,0,1,1,1,1,1,0
4.2,TX,1 to 50 employees,Company - Private,Business Services,$50 to $100 million (USD),12.0,44,82,Senior,1,1,0,1,1,0,0
3.0,TX,5001 to 10000 employees,Subsidiary or Business Segment,Manufacturing,$1 to $2 billion (USD),42.0,48,88,Senior,1,1,1,1,1,1,0
4.1,TX,10000+ employees,Company - Public,Business Services,$1 to $2 billion (USD),54.0,48,88,Junior,0,1,0,0,0,0,1
4.0,TX,1 to 50 employees,Other Organization,Information Technology,,,48,88,Not specified,0,0,0,0,0,0,0
4.1,TX,10000+ employees,Company - Public,Business Services,$1 to $2 billion (USD),54.0,48,88,Not specified,0,0,1,0,0,0,0
3.2,TX,1001 to 5000 employees,Company - Private,Health Care,,24.0,48,88,Not specified,1,1,0,0,0,0,0
3.7,TX,10000+ employees,Company - Public,Finance,$10+ billion (USD),208.0,48,88,Senior,0,1,1,0,1,0,0
4.0,TX,1 to 50 employees,Company - Private,Business Services,$1 to $5 million (USD),,48,88,Not specified,0,0,0,0,0,0,0
3.5,TX,,Company - Private,,,,48,88,Not specified,0,0,0,0,0,0,0
4.2,TX,1001 to 5000 employees,College / University,Education,$100 to $500 million (USD),53.0,48,88,Not specified,1,1,1,0,0,1,1
4.5,TX,1 to 50 employees,Company - Private,,Less than $1 million (USD),,48,88,Senior,0,0,0,1,0,1,1
3.8,TX,1 to 50 employees,Company - Private,Consumer Services,Less than $1 million (USD),,48,88,Not specified,1,1,1,0,1,0,0
4.3,TX,1 to 50 employees,Contract,Information Technology,$1 to $5 million (USD),,48,88,Not specified,0,1,0,1,1,1,0
3.7,TX,51 to 200 employees,Company - Private,Business Services,$50 to $100 million (USD),21.0,48,88,Not specified,0,1,0,0,0,0,0
4.4,TX,1 to 50 employees,Company - Public,Information Technology,Less than $1 million (USD),,48,88,Not specified,1,1,0,0,0,0,0
3.1,TX,10000+ employees,Company - Private,Manufacturing,$2 to $5 billion (USD),82.0,48,88,Senior,0,1,0,0,0,0,0
3.2,TX,1001 to 5000 employees,Company - Private,Business Services,$100 to $500 million (USD),13.0,48,88,Not specified,0,0,0,0,0,0,0
3.3,TX,51 to 200 employees,Company - Private,Information Technology,$10 to $25 million (USD),26.0,48,88,Not specified,0,1,0,0,0,0,0
2.8,TX,201 to 500 employees,Company - Private,"Restaurants, Bars & Food Services",$100 to $500 million (USD),25.0,48,88,Senior,0,0,1,0,0,1,0
4.0,TX,1 to 50 employees,Company - Private,Accounting & Legal,Less than $1 million (USD),,48,88,Senior,0,0,0,0,0,0,0
3.4,TX,5001 to 10000 employees,Company - Private,Business Services,$500 million to $1 billion (USD),73.0,48,88,Not specified,1,0,1,0,0,0,0
3.9,TX,501 to 1000 employees,Company - Private,Information Technology,$100 to $500 million (USD),18.0,48,88,Not specified,0,0,0,0,0,0,0
3.2,TX,1001 to 5000 employees,Company - Private,Business Services,$100 to $500 million (USD),13.0,48,88,Junior,0,0,0,0,0,0,0
3.5,TX,201 to 500 employees,Hospital,Health Care,$25 to $50 million (USD),,48,88,Not specified,0,1,0,0,0,0,0
3.4,TX,1 to 50 employees,Company - Private,Business Services,$1 to $5 million (USD),,48,88,Not specified,0,1,0,0,0,0,0
4.0,TX,1 to 50 employees,Company - Private,Accounting & Legal,Less than $1 million (USD),,48,88,Senior,0,0,0,0,0,0,0
4.3,TX,501 to 1000 employees,Company - Private,Real Estate,,9.0,48,88,Senior,0,0,0,0,0,0,0
3.5,TX,1001 to 5000 employees,Company - Private,Business Services,$2 to $5 billion (USD),14.0,48,88,Senior,0,1,0,1,1,1,1
3.2,TX,10000+ employees,Company - Private,Transportation & Logistics,$5 to $10 billion (USD),25.0,44,78,Senior,0,1,1,1,1,1,0
3.6,TX,10000+ employees,Company - Public,Transportation & Logistics,$2 to $5 billion (USD),97.0,44,78,Senior,0,1,0,0,1,0,0
4.0,TX,1 to 50 employees,Company - Private,Accounting & Legal,Less than $1 million (USD),,44,78,Senior,0,0,0,0,0,0,0
3.9,TX,1 to 50 employees,Company - Private,Business Services,$10 to $25 million (USD),19.0,44,78,Senior,1,0,0,0,1,0,0
3.8,TX,1001 to 5000 employees,Subsidiary or Business Segment,Business Services,$2 to $5 billion (USD),25.0,44,78,Senior,0,1,0,1,1,1,0
4.1,TX,10000+ employees,Company - Public,Business Services,$1 to $2 billion (USD),54.0,44,78,Senior,0,1,0,0,0,0,1
4.5,TX,1 to 50 employees,Company - Private,Information Technology,$1 to $5 million (USD),7.0,44,78,Senior,1,0,0,1,0,0,1
2.9,TX,10000+ employees,Company - Public,Finance,,108.0,44,78,Senior,0,0,0,0,0,0,0
4.1,TX,51 to 200 employees,Company - Private,Information Technology,$25 to $50 million (USD),,44,78,Not specified,0,0,0,0,0,0,0
4.5,CA,51 to 200 employees,Company - Private,Business Services,$25 to $50 million (USD),10.0,110,190,Not specified,1,0,1,1,0,0,0
4.6,CA,10000+ employees,Company - Public,Information Technology,$5 to $10 billion (USD),27.0,110,190,Senior,1,0,1,1,1,1,0
3.9,CA,1001 to 5000 employees,Company - Private,Information Technology,$100 to $500 million (USD),31.0,110,190,Senior,1,1,0,1,1,1,1
4.0,CA,51 to 200 employees,Company - Private,Information Technology,$10 to $25 million (USD),8.0,110,190,Not specified,1,0,1,0,0,0,0
3.3,CA,1001 to 5000 employees,Company - Public,Information Technology,$100 to $500 million (USD),23.0,110,190,Not specified,1,1,0,0,1,0,0
3.1,CA,51 to 200 employees,Subsidiary or Business Segment,"Arts, Entertainment & Recreation",$100 to $500 million (USD),30.0,110,190,Senior,1,1,0,1,1,1,1
3.4,CA,5001 to 10000 employees,Company - Public,Business Services,$5 to $10 billion (USD),74.0,110,190,Not specified,0,0,1,1,1,0,0
3.4,CA,10000+ employees,Company - Public,Manufacturing,$2 to $5 billion (USD),17.0,110,190,Not specified,1,1,0,0,1,0,0
3.5,CA,10000+ employees,Company - Public,Information Technology,,23.0,110,190,Not specified,0,1,0,0,0,0,0
3.8,CA,501 to 1000 employees,Company - Private,Information Technology,$50 to $100 million (USD),18.0,110,190,Not specified,0,1,0,1,0,0,0
4.0,CA,201 to 500 employees,Company - Private,Accounting & Legal,$25 to $50 million (USD),14.0,110,190,Not specified,1,0,0,0,0,0,0
3.9,CA,51 to 200 employees,Company - Private,Information Technology,,11.0,110,190,Not specified,1,1,0,0,0,0,0
4.0,CA,1 to 50 employees,Company - Private,Health Care,,,110,190,Not specified,1,0,1,1,1,0,0
3.6,CA,1001 to 5000 employees,Company - Private,Business Services,$100 to $500 million (USD),20.0,110,190,Not specified,0,0,1,0,0,0,0
3.8,CA,501 to 1000 employees,Company - Private,,,24.0,110,190,Not specified,0,1,1,1,0,0,1
5.0,CA,51 to 200 employees,Company - Private,Information Technology,,4.0,110,190,Not specified,1,1,0,1,1,0,0
4.4,CA,1 to 50 employees,Company - Private,Information Technology,,,110,190,Not specified,0,1,0,1,1,1,1
4.4,CA,201 to 500 employees,Company - Private,Information Technology,,4.0,110,190,Not specified,1,1,0,1,1,1,0
3.9,CA,501 to 1000 employees,Company - Private,Information Technology,$50 to $100 million (USD),18.0,110,190,Not specified,0,0,1,0,0,0,0
3.7,CA,1001 to 5000 employees,Subsidiary or Business Segment,Business Services,,,110,190,Not specified,0,0,0,0,0,0,0
4.1,CA,1001 to 5000 employees,Company - Private,Information Technology,$5 to $10 million (USD),,110,190,Not specified,1,0,0,0,0,0,0
4.0,CA,51 to 200 employees,Company - Private,Health Care,$5 to $10 million (USD),9.0,110,190,Not specified,1,0,0,0,0,0,0
3.1,CA,201 to 500 employees,Company - Private,Information Technology,$25 to $50 million (USD),,110,190,Not specified,0,1,0,0,1,0,0
3.9,CA,1001 to 5000 employees,Company - Public,Information Technology,$5 to $10 billion (USD),23.0,110,190,Senior,1,1,0,1,1,1,0
3.9,CA,1 to 50 employees,Company - Private,Business Services,$1 to $5 million (USD),,110,190,Not specified,1,1,0,0,1,0,0
3.6,CA,1001 to 5000 employees,Company - Private,Business Services,$100 to $500 million (USD),20.0,110,190,Not specified,0,1,0,0,0,0,0
3.9,CA,501 to 1000 employees,Company - Private,Information Technology,$100 to $500 million (USD),18.0,110,190,Not specified,0,1,0,0,1,0,0
4.4,CA,51 to 200 employees,Company - Private,Information Technology,,5.0,89,151,Not specified,0,1,0,0,0,0,0
3.9,CA,1001 to 5000 employees,Company - Public,Information Technology,$5 to $10 billion (USD),23.0,89,151,Senior,1,0,0,0,0,0,0
5.0,CA,1 to 50 employees,Company - Private,Business Services,$1 to $5 million (USD),,89,151,Not specified,0,1,0,1,0,0,0
4.1,CA,10000+ employees,Company - Public,Information Technology,$10+ billion (USD),44.0,89,151,Not specified,1,1,0,1,1,1,0
3.8,CA,5001 to 10000 employees,Company - Private,Business Services,$100 to $500 million (USD),43.0,89,151,Not specified,0,0,1,0,0,0,0
3.8,CA,501 to 1000 employees,Company - Public,Manufacturing,$100 to $500 million (USD),32.0,89,151,Not specified,1,0,0,1,0,1,0
3.7,CA,51 to 200 employees,Company - Private,Business Services,$1 to $5 million (USD),16.0,89,151,Not specified,0,1,1,1,0,1,0
4.0,CA,501 to 1000 employees,Company - Public,Business Services,$10 to $25 million (USD),26.0,89,151,Not specified,0,0,0,0,0,0,0
4.1,CA,10000+ employees,Company - Private,Information Technology,$500 million to $1 billion (USD),29.0,89,151,Not specified,0,1,0,0,0,0,0
4.0,CA,1 to 50 employees,Company - Private,Accounting & Legal,Less than $1 million (USD),,89,151,Not specified,0,0,0,0,1,0,0
3.9,CA,51 to 200 employees,Company - Private,Information Technology,$25 to $50 million (USD),14.0,89,151,Not specified,0,1,0,1,1,1,1
4.5,CA,1 to 50 employees,Company - Private,Information Technology,$1 to $5 million (USD),7.0,89,151,Not specified,0,0,0,1,0,1,0
2.4,CA,1 to 50 employees,Company - Private,Consumer Services,,5.0,89,151,Not specified,1,1,1,1,1,1,0
4.8,CA,201 to 500 employees,Company - Private,Information Technology,$100 to $500 million (USD),9.0,89,151,Not specified,1,1,1,0,0,0,0
3.9,CA,5001 to 10000 employees,Company - Private,Business Services,$500 million to $1 billion (USD),28.0,89,151,Not specified,0,1,0,0,0,0,0
4.1,CA,1001 to 5000 employees,Company - Private,Information Technology,$5 to $10 million (USD),,89,151,Not specified,1,1,0,1,1,0,0
4.0,CA,201 to 500 employees,Company - Private,Information Technology,$25 to $50 million (USD),22.0,89,151,Not specified,0,0,1,0,0,0,0
5.0,CA,51 to 200 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,89,151,Junior,0,1,1,0,0,0,1
4.1,CA,10000+ employees,Company - Public,Information Technology,$10+ billion (USD),44.0,89,151,Not specified,1,1,1,1,1,1,0
4.1,CA,10000+ employees,Company - Public,Information Technology,$10+ billion (USD),44.0,89,151,Senior,1,1,0,1,1,1,0
4.5,CA,201 to 500 employees,Company - Private,Information Technology,,13.0,89,151,Not specified,1,0,1,0,0,0,0
4.6,CA,10000+ employees,Company - Public,Information Technology,$10+ billion (USD),48.0,89,151,Not specified,0,0,0,0,0,0,0
3.2,CA,1001 to 5000 employees,Company - Private,Information Technology,,28.0,89,151,Not specified,0,0,1,0,0,0,0
5.0,CA,51 to 200 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,89,151,Not specified,0,1,1,0,0,0,1
4.1,CA,201 to 500 employees,Company - Private,,$10 to $25 million (USD),,89,151,Not specified,1,1,1,1,0,1,0
4.0,CA,1001 to 5000 employees,Company - Public,Health Care,$100 to $500 million (USD),25.0,89,151,Not specified,0,1,1,1,0,0,1
4.3,CA,10000+ employees,College / University,Education,$10+ billion (USD),129.0,69,127,Not specified,1,0,0,0,0,0,0
4.4,CA,1 to 50 employees,Company - Private,Information Technology,$1 to $5 million (USD),,69,127,Not specified,0,0,0,0,1,0,0
3.3,CA,5001 to 10000 employees,Company - Public,Media,$1 to $2 billion (USD),213.0,69,127,Senior,0,0,0,0,0,0,0
4.1,CA,5001 to 10000 employees,Company - Public,Information Technology,$1 to $2 billion (USD),32.0,69,127,Not specified,1,0,0,0,0,0,0
4.5,CA,51 to 200 employees,Company - Private,Information Technology,,4.0,69,127,Not specified,1,0,0,0,0,0,0
4.1,CA,10000+ employees,Company - Public,Information Technology,$10+ billion (USD),44.0,69,127,Not specified,1,0,0,1,0,1,0
4.7,CA,501 to 1000 employees,Company - Private,Finance,,7.0,69,127,Not specified,1,1,0,0,0,0,0
4.2,CA,5001 to 10000 employees,College / University,Education,,,69,127,Not specified,1,0,0,1,0,1,0
4.0,CA,51 to 200 employees,Company - Private,,,,69,127,Not specified,0,0,1,0,0,0,0
,CA,51 to 200 employees,Company - Private,,,,69,127,Not specified,1,1,0,0,1,0,0
4.1,CA,10000+ employees,Company - Public,Information Technology,$10+ billion (USD),44.0,69,127,Not specified,1,1,0,1,0,0,0
4.2,CA,201 to 500 employees,Subsidiary or Business Segment,Business Services,$100 to $500 million (USD),21.0,69,127,Not specified,1,1,1,1,1,1,0
4.8,CA,1 to 50 employees,Company - Private,Information Technology,,26.0,69,127,Not specified,1,1,1,1,1,0,0
4.1,CA,51 to 200 employees,Company - Private,Information Technology,$25 to $50 million (USD),,69,127,Not specified,1,0,0,0,0,0,0
3.9,CA,501 to 1000 employees,Company - Private,Information Technology,$50 to $100 million (USD),18.0,69,127,Not specified,0,0,0,0,1,0,0
3.7,CA,1001 to 5000 employees,Company - Private,Business Services,$100 to $500 million (USD),20.0,69,127,Not specified,0,1,0,1,1,0,0
3.5,CA,51 to 200 employees,Subsidiary or Business Segment,Business Services,$10 to $25 million (USD),10.0,69,127,Not specified,0,0,1,0,0,0,0
4.1,CA,201 to 500 employees,Company - Private,,$10 to $25 million (USD),,69,127,Not specified,1,0,1,0,0,0,0
3.2,CA,1001 to 5000 employees,Company - Private,Information Technology,$100 to $500 million (USD),23.0,69,127,Not specified,1,1,1,1,1,1,0
4.2,CA,5001 to 10000 employees,College / University,Education,,,69,127,Not specified,1,0,0,1,0,1,0
3.5,CA,10000+ employees,Company - Public,Business Services,$2 to $5 billion (USD),72.0,69,127,Not specified,1,1,0,1,0,1,0
3.8,CA,1001 to 5000 employees,Company - Private,Information Technology,$100 to $500 million (USD),24.0,69,127,Not specified,0,0,0,0,0,0,0
3.9,CA,10000+ employees,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),7.0,69,127,Senior,0,0,0,0,0,0,0
4.7,CA,51 to 200 employees,Company - Private,Information Technology,,20.0,69,127,Not specified,1,0,0,0,0,0,0
3.3,CA,51 to 200 employees,Company - Private,Information Technology,$10 to $25 million (USD),14.0,69,127,Not specified,1,0,0,0,0,0,0
4.4,CA,51 to 200 employees,Company - Private,Information Technology,,5.0,69,127,Not specified,0,1,0,0,0,0,0
4.1,CA,10000+ employees,Company - Public,Information Technology,$10+ billion (USD),44.0,69,127,Senior,1,0,1,0,1,0,0
